player,team_code,pts_per_game,ast_per_game,trb_per_game,team_name,games_played,team_ppg,opponent_ppg,pace,offensive_rating,defensive_rating,net_rating,win_percentage,strength_of_schedule
Shake Milton,BRK,7.4,2.4,1.9,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Shake Milton,LAL,3.9,1.3,1.8,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Aaron Holiday,HOU,5.5,1.3,1.3,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Jeff Green,HOU,5.4,0.6,1.8,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Jonathan Isaac,ORL,5.4,0.6,4.4,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Dean Wade,CLE,5.4,1.3,4.2,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Keaton Wallace,ATL,5.4,2.6,1.6,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Kobe Bufkin,ATL,5.3,1.7,2.1,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Jamal Cain,NOP,5.3,0.6,2.3,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Pat Connaughton,MIL,5.3,1.7,2.7,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Kevin Love,MIA,5.3,1.0,4.1,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Ben Sheppard,IND,5.3,1.3,2.8,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Monte Morris,PHO,5.2,1.6,1.5,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Jabari Walker,POR,5.2,0.6,3.5,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
Javonte Green,NOP,5.8,0.9,3.6,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Javonte Green,CLE,3.3,0.6,2.2,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Alex Reese,OKC,2.0,0.0,1.0,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Alex Reese,PHI,5.3,0.3,3.3,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Bismack Biyombo,SAS,5.1,1.1,5.6,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Mitchell Robinson,NYK,5.1,0.8,5.9,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Kai Jones,LAC,2.2,0.4,1.6,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Kai Jones,DAL,11.4,1.3,6.6,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Ben Simmons,BRK,6.2,6.9,5.2,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Ben Simmons,LAC,2.9,3.1,3.8,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Malaki Branham,SAS,5.0,0.8,1.1,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Neemias Queta,BOS,5.0,0.7,3.8,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Alondes Williams,DET,5.0,1.0,0.0,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Jaylen Martin,BRK,1.0,0.0,0.0,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Jaylen Martin,WAS,5.8,1.3,3.4,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Lindy Waters III,GSW,5.5,1.1,2.5,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Lindy Waters III,DET,3.4,0.7,1.0,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Trevelin Queen,ORL,4.9,1.2,1.7,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Jock Landale,HOU,4.8,0.9,3.3,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Colin Castleton,MEM,1.4,0.0,0.9,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Colin Castleton,TOR,7.2,1.6,6.9,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Colin Castleton,PHI,6.0,2.0,7.4,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Taylor Hendricks,UTA,4.7,0.7,5.0,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
David Roddy,ATL,4.5,1.1,2.6,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
David Roddy,PHI,6.0,1.0,3.0,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
David Roddy,HOU,4.3,0.7,1.7,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Drew Eubanks,UTA,5.8,1.2,4.5,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Drew Eubanks,LAC,2.7,0.4,2.4,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Pelle Larsson,MIA,4.6,1.2,1.7,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Julian Phillips,CHI,4.6,0.5,2.1,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Cody Williams,UTA,4.6,1.2,2.3,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Rob Dillingham,MIN,4.5,2.0,1.0,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Jett Howard,ORL,4.5,0.7,1.2,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Kevon Looney,GSW,4.5,1.6,6.1,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Mason Plumlee,PHO,4.5,1.8,6.1,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Dalen Terry,CHI,4.5,1.3,1.7,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Marvin Bagley III,WAS,4.9,0.4,2.9,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Marvin Bagley III,MEM,3.6,0.3,2.3,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Charles Bassey,SAS,4.4,0.5,4.2,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Tony Bradley,IND,4.4,0.4,3.0,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Reggie Jackson,PHI,4.4,1.5,1.4,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Reed Sheppard,HOU,4.4,1.4,1.5,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Lamar Stevens,MEM,4.4,0.5,2.2,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Mo Bamba,LAC,4.6,0.6,4.3,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Mo Bamba,NOP,2.5,0.5,6.3,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Jevon Carter,CHI,4.3,1.1,1.1,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Micah Potter,UTA,4.3,0.8,4.3,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Terrence Shannon Jr. ,MIN,4.3,1.0,1.5,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Daniel Theis,NOP,4.3,1.6,4.3,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Torrey Craig,CHI,6.9,0.6,2.8,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Torrey Craig,BOS,2.7,0.7,2.8,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Wendell Moore Jr.,DET,3.2,1.2,2.2,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Wendell Moore Jr.,CHO,5.4,1.2,3.2,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Dominick Barlow,ATL,4.2,0.5,2.4,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Kessler Edwards,DAL,4.2,1.1,2.9,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Oso Ighodaro,PHO,4.2,1.2,3.6,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Kris Murray,POR,4.2,1.0,2.6,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
Duop Reath,POR,4.2,0.6,2.0,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
Cam Spencer,MEM,4.2,1.4,1.2,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Maxwell Lewis,LAL,0.6,0.3,0.3,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Maxwell Lewis,BRK,5.3,0.8,2.5,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Jaylen Clark,MIN,4.1,0.7,1.3,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Caleb Houstan,ORL,4.1,0.6,1.3,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Jordan Miller,LAC,4.1,0.9,1.6,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Jalen Pickett,DEN,4.1,2.2,1.4,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Paul Reed,DET,4.1,1.0,2.7,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Gui Santos,GSW,4.1,1.4,3.1,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Jarred Vanderbilt,LAL,4.1,1.1,5.1,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Colby Jones,SAC,1.1,0.3,1.0,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Colby Jones,WAS,8.7,2.5,4.3,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Nicolas Batum,LAC,4.0,1.1,2.8,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Malachi Flynn,CHO,4.0,1.8,1.8,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Ron Harper Jr.,DET,4.0,2.0,7.0,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Josh Richardson,MIA,4.0,1.5,1.5,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Steven Adams,HOU,3.9,1.1,5.6,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Kyle Lowry,PHI,3.9,2.7,1.9,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Olivier-Maxence Prosper,DAL,3.9,0.8,2.4,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Patty Mills,UTA,4.4,1.2,1.2,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Patty Mills,LAC,3.1,0.4,0.1,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Branden Carlson,OKC,3.8,0.4,1.7,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Devin Carter,SAC,3.8,1.1,2.1,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Ousmane Dieng,OKC,3.8,0.8,2.2,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Markieff Morris,DAL,1.7,0.6,1.1,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Markieff Morris,LAL,5.5,2.1,1.9,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Emoni Bates,CLE,3.7,0.8,0.7,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
DeAndre Jordan,DEN,3.7,0.9,5.1,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Craig Porter Jr.,CLE,3.7,1.4,1.3,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Jackson Rowe,GSW,3.7,0.7,1.8,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Blake Wesley,SAS,3.7,2.0,1.1,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
JT Thor,CLE,3.1,0.1,0.7,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
JT Thor,WAS,3.9,0.5,3.8,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Baylor Scheierman,BOS,3.6,1.1,2.1,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Jae'Sean Tate,HOU,3.6,0.9,2.3,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Jaylon Tyson,CLE,3.6,0.9,2.0,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Elfrid Payton,NOP,4.4,8.1,3.7,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Elfrid Payton,CHO,1.0,3.3,2.2,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Luka Garza,MIN,3.5,0.3,1.4,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Cory Joseph,ORL,3.5,1.4,1.5,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Doug McDermott,SAC,3.5,0.2,0.5,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Dario Šarić,DEN,3.5,1.4,3.1,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Jamaree Bouyea,MIL,3.4,2.0,1.0,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Bruno Fernando,TOR,3.4,1.1,3.0,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Andre Jackson Jr.,MIL,3.4,1.2,2.7,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Isaac Jones,SAC,3.4,0.3,1.4,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Kevin Knox,GSW,3.3,0.4,1.2,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Damion Lee,PHO,3.3,0.4,0.8,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Jeenathan Williams,HOU,3.3,0.5,0.7,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Elijah Harkless,UTA,3.2,0.8,2.1,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Zeke Nnaji,DEN,3.2,0.4,1.6,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Cam Reddish,LAL,3.2,0.7,2.0,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Delon Wright,MIL,2.5,1.8,1.8,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Delon Wright,NYK,4.3,2.1,1.4,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Kylor Kelley,DAL,3.0,0.3,2.6,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Kylor Kelley,NOP,3.3,1.0,6.0,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Gary Harris,ORL,3.0,0.6,1.3,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Maxi Kleber,DAL,3.0,1.3,2.8,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Taze Moore,POR,3.0,0.5,4.0,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
Rayan Rupert,POR,3.0,0.5,1.3,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
P.J. Tucker,NYK,3.0,0.0,2.7,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Pete Nance,PHI,2.1,0.4,1.4,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Pete Nance,MIL,3.8,1.2,1.8,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Markelle Fultz,SAC,2.9,1.3,1.0,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Taj Gibson,CHO,2.9,0.6,3.2,Charlotte,82.0,105.1,114.2,97.6,107.3,116.6,-9.3,0.232,0.21
Tyler Smith,MIL,2.9,0.2,1.1,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
RayJ Dennis,IND,2.7,1.3,1.1,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
David Duke Jr.,SAS,2.7,0.7,0.8,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Keshad Johnson,MIA,2.7,0.3,1.8,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Reece Beekman,GSW,1.0,0.5,0.5,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Reece Beekman,BRK,2.7,1.8,1.1,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Jae Crowder,SAC,2.6,0.7,2.2,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Josh Minott,MIN,2.6,0.4,1.0,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Hunter Tyson,DEN,2.6,0.4,1.5,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Jaden Springer,BOS,1.7,0.4,0.9,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Jaden Springer,UTA,3.8,1.4,2.0,Utah,82.0,111.9,121.2,100.0,111.2,120.5,-9.3,0.207,1.58
Trey Jemison,NOP,2.4,0.6,2.8,New Orleans,82.0,109.8,119.3,99.1,110.4,119.9,-9.5,0.256,1.66
Trey Jemison,LAL,2.6,0.3,2.8,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Anthony Gill,WAS,2.5,0.3,1.3,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Dillon Jones,OKC,2.5,1.1,2.2,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Pat Spencer,GSW,2.5,1.2,1.2,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Johnny Davis,WAS,2.4,0.3,1.1,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Christian Koloko,LAL,2.4,0.4,2.5,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
John Konchar,MEM,2.4,0.9,3.3,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
MarJon Beauchamp,MIL,2.0,0.3,1.2,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
MarJon Beauchamp,LAC,4.0,0.7,1.0,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
MarJon Beauchamp,NYK,2.5,0.2,1.5,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Bronny James,LAL,2.3,0.8,0.7,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Mason Jones,SAC,2.3,1.1,0.9,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Miles Norris,BOS,2.3,0.0,3.0,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Patrick Baldwin Jr.,WAS,2.1,0.1,1.0,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Patrick Baldwin Jr.,LAC,3.0,0.5,1.5,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Drew Peterson,BOS,2.2,0.5,1.6,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
TyTy Washington Jr.,PHO,2.2,1.0,0.8,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Jordan McLaughlin,SAC,1.9,0.9,0.8,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Jordan McLaughlin,SAS,2.5,1.5,0.5,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
JD Davison,BOS,2.1,0.8,0.8,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Chris Duarte,CHI,2.1,0.5,1.2,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Enrique Freeman,IND,2.1,0.4,1.4,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Johnny Furphy,IND,2.1,0.4,1.4,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Dwight Powell,DAL,2.1,1.0,2.1,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Josh Christopher,MIA,2.0,0.6,0.6,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Tyler Kolek,NYK,2.0,1.7,0.7,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Adama Sanogo,CHI,2.0,0.3,1.5,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Kobe Brown,LAC,1.9,0.6,1.6,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Ariel Hukporti,NYK,1.9,0.4,2.0,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Bobi Klintman,DET,1.9,0.9,0.9,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Garrett Temple,TOR,1.9,1.1,1.0,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
Jericho Sims,NYK,1.6,0.6,3.3,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Jericho Sims,MIL,2.4,0.8,4.9,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Vlatko Čančar,DEN,1.8,0.7,2.5,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Adam Flagler,OKC,1.8,0.3,0.7,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Trentyn Flowers,LAC,1.8,0.0,0.7,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
E.J. Liddell,CHI,1.8,0.3,0.8,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Jahmir Young,CHI,1.8,1.0,0.5,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Pacome Dadiet,NYK,1.7,0.3,1.0,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Alex Ducas,OKC,1.7,0.2,1.2,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
PJ Hall,DEN,1.7,0.2,1.2,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Emanuel Miller,CHI,1.7,0.3,1.3,Chicago,82.0,117.8,119.4,102.7,114.3,115.8,-1.5,0.476,0.26
Tristan Thompson,CLE,1.7,0.6,3.4,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Alex Len,SAC,1.4,0.8,1.8,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Alex Len,LAL,2.2,0.8,3.1,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Yuki Kawamura,MEM,1.6,0.9,0.5,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Jack McVeigh,HOU,1.6,0.1,0.6,Houston,82.0,114.3,109.8,98.7,115.3,110.7,4.6,0.634,-0.01
Armel Traoré,LAL,1.6,0.1,1.7,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Jordan Walsh,BOS,1.6,0.4,1.3,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Phillip Wheeler,PHI,1.6,0.4,1.6,Philadelphia,82.0,109.6,115.8,97.4,111.9,118.3,-6.4,0.293,-0.13
Sidy Cissoko,SAS,1.3,0.4,0.6,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Sidy Cissoko,POR,2.0,1.8,2.2,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
Jazian Gortman,DAL,1.5,0.4,0.3,Dallas,82.0,114.2,115.4,99.2,114.8,116.0,-1.2,0.476,-0.22
Kevin McCullar Jr.,NYK,1.5,0.5,2.0,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Leonard Miller,MIN,1.5,0.0,0.8,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Quincy Olivari,LAL,1.5,0.5,0.0,LA Lakers,82.0,113.4,112.2,97.6,115.9,114.7,1.2,0.61,0.18
Matt Ryan,NYK,1.5,0.2,0.4,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
Jacob Toppin,NYK,0.4,0.3,0.7,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
